order_details_id,order_id,item_id,realdate,realtime,item_name,category,price
984,432,110,2023-01-08,11:39:07,"Pork Ramen",Asian,17.95
985,432,106,2023-01-08,11:39:07,"French Fries",American,7
986,432,132,2023-01-08,11:39:07,"Eggplant Parmesan",Italian,16.95
987,433,122,2023-01-08,11:49:50,"Chips & Salsa",Mexican,7
988,434,111,2023-01-08,11:54:14,"California Roll",Asian,11.95
989,434,122,2023-01-08,11:54:14,"Chips & Salsa",Mexican,7
990,434,132,2023-01-08,11:54:14,"Eggplant Parmesan",Italian,16.95
991,435,108,2023-01-08,12:06:09,"Tofu Pad Thai",Asian,14.5
992,435,112,2023-01-08,12:06:09,"Salmon Roll",Asian,14.95
993,435,123,2023-01-08,12:06:09,"Chips & Guacamole",Mexican,9
994,436,108,2023-01-08,12:07:21,"Tofu Pad Thai",Asian,14.5
995,436,117,2023-01-08,12:07:21,"Chicken Burrito",Mexican,12.95
996,436,112,2023-01-08,12:07:21,"Salmon Roll",Asian,14.95
997,436,118,2023-01-08,12:07:21,"Steak Burrito",Mexican,14.95
998,437,101,2023-01-08,12:07:54,Hamburger,American,12.95
999,438,132,2023-01-08,12:08:38,"Eggplant Parmesan",Italian,16.95
1000,439,103,2023-01-08,12:13:08,"Hot Dog",American,9
1001,439,113,2023-01-08,12:13:08,Edamame,Asian,5
1002,439,114,2023-01-08,12:13:08,Potstickers,Asian,9
1003,440,116,2023-01-08,12:16:34,"Steak Tacos",Mexican,13.95
1004,440,103,2023-01-08,12:16:34,"Hot Dog",American,9
1005,440,124,2023-01-08,12:16:34,Spaghetti,Italian,14.5
1006,440,125,2023-01-08,12:16:34,"Spaghetti & Meatballs",Italian,17.95
1007,440,125,2023-01-08,12:16:34,"Spaghetti & Meatballs",Italian,17.95
1008,440,126,2023-01-08,12:16:34,"Fettuccine Alfredo",Italian,14.5
1009,440,126,2023-01-08,12:16:34,"Fettuccine Alfredo",Italian,14.5
1010,440,109,2023-01-08,12:16:34,"Korean Beef Bowl",Asian,17.95
1011,440,127,2023-01-08,12:16:34,"Meat Lasagna",Italian,17.95
1012,440,113,2023-01-08,12:16:34,Edamame,Asian,5
1013,440,122,2023-01-08,12:16:34,"Chips & Salsa",Mexican,7
1014,440,131,2023-01-08,12:16:34,"Chicken Parmesan",Italian,17.95
1015,440,106,2023-01-08,12:16:34,"French Fries",American,7
1016,440,132,2023-01-08,12:16:34,"Eggplant Parmesan",Italian,16.95
1017,441,122,2023-01-08,12:16:58,"Chips & Salsa",Mexican,7
1018,441,106,2023-01-08,12:16:58,"French Fries",American,7
1019,442,118,2023-01-08,12:28:49,"Steak Burrito",Mexican,14.95
1020,443,107,2023-01-08,12:34:20,"Orange Chicken",Asian,16.5
1021,443,102,2023-01-08,12:34:20,Cheeseburger,American,13.95
1022,443,125,2023-01-08,12:34:20,"Spaghetti & Meatballs",Italian,17.95
1023,443,110,2023-01-08,12:34:20,"Pork Ramen",Asian,17.95
1024,443,127,2023-01-08,12:34:20,"Meat Lasagna",Italian,17.95
1025,443,129,2023-01-08,12:34:20,"Mushroom Ravioli",Italian,15.5
1026,443,113,2023-01-08,12:34:20,Edamame,Asian,5
1027,443,120,2023-01-08,12:34:20,"Steak Torta",Mexican,13.95
1028,443,120,2023-01-08,12:34:20,"Steak Torta",Mexican,13.95
1029,443,105,2023-01-08,12:34:20,"Mac & Cheese",American,7
1030,443,122,2023-01-08,12:34:20,"Chips & Salsa",Mexican,7
1031,443,122,2023-01-08,12:34:20,"Chips & Salsa",Mexican,7
1032,443,123,2023-01-08,12:34:20,"Chips & Guacamole",Mexican,9
1033,443,106,2023-01-08,12:34:20,"French Fries",American,7
1034,444,125,2023-01-08,12:40:05,"Spaghetti & Meatballs",Italian,17.95
1035,445,109,2023-01-08,12:57:39,"Korean Beef Bowl",Asian,17.95
1036,446,107,2023-01-08,12:58:01,"Orange Chicken",Asian,16.5
1037,446,127,2023-01-08,12:58:01,"Meat Lasagna",Italian,17.95
1038,446,120,2023-01-08,12:58:01,"Steak Torta",Mexican,13.95
1039,447,124,2023-01-08,13:02:00,Spaghetti,Italian,14.5
1040,448,109,2023-01-08,13:03:34,"Korean Beef Bowl",Asian,17.95
1041,448,112,2023-01-08,13:03:34,"Salmon Roll",Asian,14.95
1042,448,120,2023-01-08,13:03:34,"Steak Torta",Mexican,13.95
1043,449,106,2023-01-08,13:04:15,"French Fries",American,7
1044,450,107,2023-01-08,13:07:53,"Orange Chicken",Asian,16.5
1045,451,124,2023-01-08,13:19:06,Spaghetti,Italian,14.5
1046,451,110,2023-01-08,13:19:06,"Pork Ramen",Asian,17.95
1047,451,105,2023-01-08,13:19:06,"Mac & Cheese",American,7
1048,452,101,2023-01-08,13:24:11,Hamburger,American,12.95
1049,452,107,2023-01-08,13:24:11,"Orange Chicken",Asian,16.5
1050,452,120,2023-01-08,13:24:11,"Steak Torta",Mexican,13.95
1051,453,102,2023-01-08,13:27:14,Cheeseburger,American,13.95
1052,453,125,2023-01-08,13:27:14,"Spaghetti & Meatballs",Italian,17.95
1053,453,120,2023-01-08,13:27:14,"Steak Torta",Mexican,13.95
1054,453,106,2023-01-08,13:27:14,"French Fries",American,7
1055,454,122,2023-01-08,13:31:40,"Chips & Salsa",Mexican,7
1056,455,117,2023-01-08,13:39:14,"Chicken Burrito",Mexican,12.95
1057,456,131,2023-01-08,13:47:53,"Chicken Parmesan",Italian,17.95
1058,457,102,2023-01-08,13:59:04,Cheeseburger,American,13.95
1059,457,103,2023-01-08,13:59:04,"Hot Dog",American,9
1060,457,108,2023-01-08,13:59:04,"Tofu Pad Thai",Asian,14.5
1061,458,119,2023-01-08,14:00:05,"Chicken Torta",Mexican,11.95
1062,458,123,2023-01-08,14:00:05,"Chips & Guacamole",Mexican,9
1063,458,114,2023-01-08,14:00:05,Potstickers,Asian,9
1064,459,122,2023-01-08,14:14:02,"Chips & Salsa",Mexican,7
1065,460,126,2023-01-08,14:19:58,"Fettuccine Alfredo",Italian,14.5
1066,460,117,2023-01-08,14:19:58,"Chicken Burrito",Mexican,12.95
1067,461,102,2023-01-08,14:21:19,Cheeseburger,American,13.95
1068,461,109,2023-01-08,14:21:19,"Korean Beef Bowl",Asian,17.95
1069,462,131,2023-01-08,14:38:41,"Chicken Parmesan",Italian,17.95
1070,463,101,2023-01-08,14:40:28,Hamburger,American,12.95
1071,463,119,2023-01-08,14:40:28,"Chicken Torta",Mexican,11.95
1072,464,101,2023-01-08,14:49:01,Hamburger,American,12.95
1073,464,116,2023-01-08,14:49:01,"Steak Tacos",Mexican,13.95
1074,465,111,2023-01-08,14:55:23,"California Roll",Asian,11.95
1075,466,131,2023-01-08,15:30:10,"Chicken Parmesan",Italian,17.95
1077,467,119,2023-01-08,15:33:13,"Chicken Torta",Mexican,11.95
1078,468,125,2023-01-08,15:36:12,"Spaghetti & Meatballs",Italian,17.95
1079,468,113,2023-01-08,15:36:12,Edamame,Asian,5
1080,469,101,2023-01-08,15:37:18,Hamburger,American,12.95
1081,469,120,2023-01-08,15:37:18,"Steak Torta",Mexican,13.95
1082,470,132,2023-01-08,15:49:13,"Eggplant Parmesan",Italian,16.95
1083,471,127,2023-01-08,16:20:26,"Meat Lasagna",Italian,17.95
1084,472,127,2023-01-08,16:29:50,"Meat Lasagna",Italian,17.95
1085,472,127,2023-01-08,16:29:50,"Meat Lasagna",Italian,17.95
1086,473,109,2023-01-08,16:41:27,"Korean Beef Bowl",Asian,17.95
1087,473,119,2023-01-08,16:41:27,"Chicken Torta",Mexican,11.95
1088,473,105,2023-01-08,16:41:27,"Mac & Cheese",American,7
1089,474,126,2023-01-08,16:47:48,"Fettuccine Alfredo",Italian,14.5
1090,474,113,2023-01-08,16:47:48,Edamame,Asian,5
1091,475,107,2023-01-08,17:15:17,"Orange Chicken",Asian,16.5
1092,475,106,2023-01-08,17:15:17,"French Fries",American,7
1093,476,113,2023-01-08,17:27:56,Edamame,Asian,5
1094,476,119,2023-01-08,17:27:56,"Chicken Torta",Mexican,11.95
1095,476,132,2023-01-08,17:27:56,"Eggplant Parmesan",Italian,16.95
1096,477,126,2023-01-08,17:30:04,"Fettuccine Alfredo",Italian,14.5
1097,477,129,2023-01-08,17:30:04,"Mushroom Ravioli",Italian,15.5
1098,478,116,2023-01-08,17:35:56,"Steak Tacos",Mexican,13.95
1099,478,103,2023-01-08,17:35:56,"Hot Dog",American,9
1100,479,124,2023-01-08,17:37:03,Spaghetti,Italian,14.5
1101,479,110,2023-01-08,17:37:03,"Pork Ramen",Asian,17.95
1102,480,113,2023-01-08,17:41:31,Edamame,Asian,5
1103,481,113,2023-01-08,17:41:37,Edamame,Asian,5
1104,481,131,2023-01-08,17:41:37,"Chicken Parmesan",Italian,17.95
1105,482,126,2023-01-08,17:52:42,"Fettuccine Alfredo",Italian,14.5
1106,482,117,2023-01-08,17:52:42,"Chicken Burrito",Mexican,12.95
1107,482,122,2023-01-08,17:52:42,"Chips & Salsa",Mexican,7
1108,483,101,2023-01-08,17:54:05,Hamburger,American,12.95
1109,483,111,2023-01-08,17:54:05,"California Roll",Asian,11.95
1110,483,112,2023-01-08,17:54:05,"Salmon Roll",Asian,14.95
1111,483,122,2023-01-08,17:54:05,"Chips & Salsa",Mexican,7
1112,484,125,2023-01-08,18:02:54,"Spaghetti & Meatballs",Italian,17.95
1113,484,129,2023-01-08,18:02:54,"Mushroom Ravioli",Italian,15.5
1114,485,102,2023-01-08,18:07:31,Cheeseburger,American,13.95
1115,486,123,2023-01-08,18:15:08,"Chips & Guacamole",Mexican,9
1116,487,109,2023-01-08,18:30:16,"Korean Beef Bowl",Asian,17.95
1117,487,120,2023-01-08,18:30:16,"Steak Torta",Mexican,13.95
1118,487,131,2023-01-08,18:30:16,"Chicken Parmesan",Italian,17.95
1119,488,132,2023-01-08,18:46:02,"Eggplant Parmesan",Italian,16.95
1120,489,118,2023-01-08,18:48:43,"Steak Burrito",Mexican,14.95
1121,490,107,2023-01-08,18:49:24,"Orange Chicken",Asian,16.5
1122,490,108,2023-01-08,18:49:24,"Tofu Pad Thai",Asian,14.5
1123,490,111,2023-01-08,18:49:24,"California Roll",Asian,11.95
1124,491,111,2023-01-08,19:01:12,"California Roll",Asian,11.95
1125,491,113,2023-01-08,19:01:12,Edamame,Asian,5
1126,491,118,2023-01-08,19:01:12,"Steak Burrito",Mexican,14.95
1127,491,119,2023-01-08,19:01:12,"Chicken Torta",Mexican,11.95
1128,492,104,2023-01-08,19:06:21,"Veggie Burger",American,10.5
1129,492,120,2023-01-08,19:06:21,"Steak Torta",Mexican,13.95
1130,492,131,2023-01-08,19:06:21,"Chicken Parmesan",Italian,17.95
1131,493,117,2023-01-08,19:31:47,"Chicken Burrito",Mexican,12.95
1132,494,124,2023-01-08,19:38:40,Spaghetti,Italian,14.5
1133,494,125,2023-01-08,19:38:40,"Spaghetti & Meatballs",Italian,17.95
1134,494,129,2023-01-08,19:38:40,"Mushroom Ravioli",Italian,15.5
1135,494,105,2023-01-08,19:38:40,"Mac & Cheese",American,7
1136,495,117,2023-01-08,19:42:52,"Chicken Burrito",Mexican,12.95
1137,495,120,2023-01-08,19:42:52,"Steak Torta",Mexican,13.95
1138,496,109,2023-01-08,19:46:18,"Korean Beef Bowl",Asian,17.95
1139,496,121,2023-01-08,19:46:18,"Cheese Quesadillas",Mexican,10.5
1140,497,132,2023-01-08,19:49:26,"Eggplant Parmesan",Italian,16.95
1141,498,117,2023-01-08,20:02:25,"Chicken Burrito",Mexican,12.95
1142,499,116,2023-01-08,21:10:46,"Steak Tacos",Mexican,13.95
1143,499,125,2023-01-08,21:10:46,"Spaghetti & Meatballs",Italian,17.95
1144,499,129,2023-01-08,21:10:46,"Mushroom Ravioli",Italian,15.5
1145,499,112,2023-01-08,21:10:46,"Salmon Roll",Asian,14.95
1146,500,128,2023-01-08,21:46:49,"Cheese Lasagna",Italian,15.5
1147,501,102,2023-01-08,21:51:31,Cheeseburger,American,13.95
1148,501,109,2023-01-08,21:51:31,"Korean Beef Bowl",Asian,17.95
1149,501,105,2023-01-08,21:51:31,"Mac & Cheese",American,7
1150,502,127,2023-01-08,22:26:08,"Meat Lasagna",Italian,17.95
1151,503,113,2023-01-09,11:16:21,Edamame,Asian,5
1152,503,120,2023-01-09,11:16:21,"Steak Torta",Mexican,13.95
1153,504,114,2023-01-09,11:48:18,Potstickers,Asian,9
1154,505,113,2023-01-09,11:55:10,Edamame,Asian,5
1156,506,131,2023-01-09,12:02:09,"Chicken Parmesan",Italian,17.95
1157,507,104,2023-01-09,12:06:03,"Veggie Burger",American,10.5
1158,508,102,2023-01-09,12:13:32,Cheeseburger,American,13.95
1159,508,102,2023-01-09,12:13:32,Cheeseburger,American,13.95
1160,508,113,2023-01-09,12:13:32,Edamame,Asian,5
1161,509,122,2023-01-09,12:13:58,"Chips & Salsa",Mexican,7
1162,510,108,2023-01-09,12:15:03,"Tofu Pad Thai",Asian,14.5
1163,510,108,2023-01-09,12:15:03,"Tofu Pad Thai",Asian,14.5
1164,510,117,2023-01-09,12:15:03,"Chicken Burrito",Mexican,12.95
1165,510,122,2023-01-09,12:15:03,"Chips & Salsa",Mexican,7
1166,511,124,2023-01-09,12:18:21,Spaghetti,Italian,14.5
1167,512,127,2023-01-09,12:19:24,"Meat Lasagna",Italian,17.95
1168,513,125,2023-01-09,12:22:48,"Spaghetti & Meatballs",Italian,17.95
1169,513,127,2023-01-09,12:22:48,"Meat Lasagna",Italian,17.95
1170,513,113,2023-01-09,12:22:48,Edamame,Asian,5
1171,513,106,2023-01-09,12:22:48,"French Fries",American,7
1172,514,108,2023-01-09,12:26:47,"Tofu Pad Thai",Asian,14.5
1173,515,104,2023-01-09,13:07:37,"Veggie Burger",American,10.5
1174,515,128,2023-01-09,13:07:37,"Cheese Lasagna",Italian,15.5
1175,516,111,2023-01-09,13:09:09,"California Roll",Asian,11.95
1176,516,132,2023-01-09,13:09:09,"Eggplant Parmesan",Italian,16.95
1177,517,129,2023-01-09,13:09:11,"Mushroom Ravioli",Italian,15.5
1178,518,107,2023-01-09,13:11:25,"Orange Chicken",Asian,16.5
1179,518,119,2023-01-09,13:11:25,"Chicken Torta",Mexican,11.95
1180,518,120,2023-01-09,13:11:25,"Steak Torta",Mexican,13.95
1181,519,119,2023-01-09,13:15:20,"Chicken Torta",Mexican,11.95
1182,520,130,2023-01-09,13:22:33,"Shrimp Scampi",Italian,19.95
1183,521,106,2023-01-09,13:43:07,"French Fries",American,7
1184,522,101,2023-01-09,14:09:33,Hamburger,American,12.95
1185,522,107,2023-01-09,14:09:33,"Orange Chicken",Asian,16.5
1186,522,108,2023-01-09,14:09:33,"Tofu Pad Thai",Asian,14.5
1187,522,124,2023-01-09,14:09:33,Spaghetti,Italian,14.5
1188,522,125,2023-01-09,14:09:33,"Spaghetti & Meatballs",Italian,17.95
1189,522,126,2023-01-09,14:09:33,"Fettuccine Alfredo",Italian,14.5
1190,522,110,2023-01-09,14:09:33,"Pork Ramen",Asian,17.95
1191,522,127,2023-01-09,14:09:33,"Meat Lasagna",Italian,17.95
1192,522,120,2023-01-09,14:09:33,"Steak Torta",Mexican,13.95
1193,522,114,2023-01-09,14:09:33,Potstickers,Asian,9
1194,522,114,2023-01-09,14:09:33,Potstickers,Asian,9
1195,523,119,2023-01-09,14:42:14,"Chicken Torta",Mexican,11.95
1196,524,120,2023-01-09,14:51:35,"Steak Torta",Mexican,13.95
1197,524,106,2023-01-09,14:51:35,"French Fries",American,7
1198,525,113,2023-01-09,15:08:46,Edamame,Asian,5
1199,526,102,2023-01-09,15:10:13,Cheeseburger,American,13.95
1200,526,124,2023-01-09,15:10:13,Spaghetti,Italian,14.5
1201,527,125,2023-01-09,15:23:37,"Spaghetti & Meatballs",Italian,17.95
1202,527,105,2023-01-09,15:23:37,"Mac & Cheese",American,7
1203,528,110,2023-01-09,15:27:21,"Pork Ramen",Asian,17.95
1204,529,116,2023-01-09,15:31:01,"Steak Tacos",Mexican,13.95
1205,529,102,2023-01-09,15:31:01,Cheeseburger,American,13.95
1206,529,109,2023-01-09,15:31:01,"Korean Beef Bowl",Asian,17.95
1207,530,108,2023-01-09,15:43:01,"Tofu Pad Thai",Asian,14.5
1208,530,117,2023-01-09,15:43:01,"Chicken Burrito",Mexican,12.95
1209,531,118,2023-01-09,15:58:10,"Steak Burrito",Mexican,14.95
1210,532,118,2023-01-09,16:14:28,"Steak Burrito",Mexican,14.95
1211,532,121,2023-01-09,16:14:28,"Cheese Quesadillas",Mexican,10.5
1212,533,124,2023-01-09,16:28:43,Spaghetti,Italian,14.5
1213,533,122,2023-01-09,16:28:43,"Chips & Salsa",Mexican,7
1215,534,119,2023-01-09,16:43:32,"Chicken Torta",Mexican,11.95
1216,534,105,2023-01-09,16:43:32,"Mac & Cheese",American,7
1217,535,108,2023-01-09,17:08:47,"Tofu Pad Thai",Asian,14.5
1218,536,115,2023-01-09,17:18:50,"Chicken Tacos",Mexican,11.95
1219,536,118,2023-01-09,17:18:50,"Steak Burrito",Mexican,14.95
1220,537,108,2023-01-09,17:23:52,"Tofu Pad Thai",Asian,14.5
1221,537,109,2023-01-09,17:23:52,"Korean Beef Bowl",Asian,17.95
1222,537,117,2023-01-09,17:23:52,"Chicken Burrito",Mexican,12.95
1223,538,123,2023-01-09,17:44:04,"Chips & Guacamole",Mexican,9
1224,539,124,2023-01-09,17:51:34,Spaghetti,Italian,14.5
1225,539,127,2023-01-09,17:51:34,"Meat Lasagna",Italian,17.95
1226,539,131,2023-01-09,17:51:34,"Chicken Parmesan",Italian,17.95
1227,540,123,2023-01-09,17:52:41,"Chips & Guacamole",Mexican,9
1228,541,107,2023-01-09,18:07:47,"Orange Chicken",Asian,16.5
1229,542,101,2023-01-09,18:08:06,Hamburger,American,12.95
1230,542,119,2023-01-09,18:08:06,"Chicken Torta",Mexican,11.95
1231,543,104,2023-01-09,18:23:59,"Veggie Burger",American,10.5
1232,543,108,2023-01-09,18:23:59,"Tofu Pad Thai",Asian,14.5
1233,543,128,2023-01-09,18:23:59,"Cheese Lasagna",Italian,15.5
1234,544,111,2023-01-09,18:31:04,"California Roll",Asian,11.95
1235,544,120,2023-01-09,18:31:04,"Steak Torta",Mexican,13.95
1236,545,113,2023-01-09,18:46:28,Edamame,Asian,5
1237,545,113,2023-01-09,18:46:28,Edamame,Asian,5
1238,545,118,2023-01-09,18:46:28,"Steak Burrito",Mexican,14.95
1239,545,121,2023-01-09,18:46:28,"Cheese Quesadillas",Mexican,10.5
1240,546,126,2023-01-09,18:47:27,"Fettuccine Alfredo",Italian,14.5
1241,547,107,2023-01-09,18:49:23,"Orange Chicken",Asian,16.5
1242,548,109,2023-01-09,19:06:09,"Korean Beef Bowl",Asian,17.95
1243,549,107,2023-01-09,19:06:34,"Orange Chicken",Asian,16.5
1244,549,106,2023-01-09,19:06:34,"French Fries",American,7
1245,550,131,2023-01-09,19:12:59,"Chicken Parmesan",Italian,17.95
1246,550,114,2023-01-09,19:12:59,Potstickers,Asian,9
1247,551,125,2023-01-09,19:26:24,"Spaghetti & Meatballs",Italian,17.95
1248,551,121,2023-01-09,19:26:24,"Cheese Quesadillas",Mexican,10.5
1249,551,106,2023-01-09,19:26:24,"French Fries",American,7
1250,551,114,2023-01-09,19:26:24,Potstickers,Asian,9
1251,552,103,2023-01-09,19:31:25,"Hot Dog",American,9
1252,552,126,2023-01-09,19:31:25,"Fettuccine Alfredo",Italian,14.5
1253,552,117,2023-01-09,19:31:25,"Chicken Burrito",Mexican,12.95
1254,553,129,2023-01-09,20:14:47,"Mushroom Ravioli",Italian,15.5
1255,554,103,2023-01-09,20:15:51,"Hot Dog",American,9
1256,554,126,2023-01-09,20:15:51,"Fettuccine Alfredo",Italian,14.5
1257,555,101,2023-01-09,20:18:25,Hamburger,American,12.95
1258,555,109,2023-01-09,20:18:25,"Korean Beef Bowl",Asian,17.95
1259,556,125,2023-01-09,20:23:12,"Spaghetti & Meatballs",Italian,17.95
1261,557,120,2023-01-09,20:30:06,"Steak Torta",Mexican,13.95
1262,557,122,2023-01-09,20:30:06,"Chips & Salsa",Mexican,7
1263,558,109,2023-01-09,20:51:10,"Korean Beef Bowl",Asian,17.95
1264,559,108,2023-01-09,21:10:16,"Tofu Pad Thai",Asian,14.5
1265,560,126,2023-01-09,21:13:48,"Fettuccine Alfredo",Italian,14.5
1266,560,122,2023-01-09,21:13:48,"Chips & Salsa",Mexican,7
1267,561,123,2023-01-09,21:47:56,"Chips & Guacamole",Mexican,9
1268,562,103,2023-01-09,22:04:05,"Hot Dog",American,9
1269,563,129,2023-01-09,22:19:03,"Mushroom Ravioli",Italian,15.5
1270,563,132,2023-01-09,22:19:03,"Eggplant Parmesan",Italian,16.95
1271,564,128,2023-01-09,22:32:32,"Cheese Lasagna",Italian,15.5
1272,564,113,2023-01-09,22:32:32,Edamame,Asian,5
1273,564,123,2023-01-09,22:32:32,"Chips & Guacamole",Mexican,9
1274,565,127,2023-01-10,12:11:19,"Meat Lasagna",Italian,17.95
1275,566,123,2023-01-10,12:21:19,"Chips & Guacamole",Mexican,9
1276,567,101,2023-01-10,12:27:47,Hamburger,American,12.95
1277,567,124,2023-01-10,12:27:47,Spaghetti,Italian,14.5
1278,567,125,2023-01-10,12:27:47,"Spaghetti & Meatballs",Italian,17.95
1279,567,113,2023-01-10,12:27:47,Edamame,Asian,5
1280,567,120,2023-01-10,12:27:47,"Steak Torta",Mexican,13.95
1281,567,120,2023-01-10,12:27:47,"Steak Torta",Mexican,13.95
1282,567,121,2023-01-10,12:27:47,"Cheese Quesadillas",Mexican,10.5
1283,567,122,2023-01-10,12:27:47,"Chips & Salsa",Mexican,7
1284,567,123,2023-01-10,12:27:47,"Chips & Guacamole",Mexican,9
1285,567,106,2023-01-10,12:27:47,"French Fries",American,7
1286,568,129,2023-01-10,12:28:53,"Mushroom Ravioli",Italian,15.5
1287,569,101,2023-01-10,12:37:10,Hamburger,American,12.95
1288,569,103,2023-01-10,12:37:10,"Hot Dog",American,9
1289,569,108,2023-01-10,12:37:10,"Tofu Pad Thai",Asian,14.5
1290,570,126,2023-01-10,13:13:59,"Fettuccine Alfredo",Italian,14.5
1291,570,105,2023-01-10,13:13:59,"Mac & Cheese",American,7
1292,571,107,2023-01-10,13:14:47,"Orange Chicken",Asian,16.5
1293,572,105,2023-01-10,13:15:32,"Mac & Cheese",American,7
1294,573,108,2023-01-10,13:39:33,"Tofu Pad Thai",Asian,14.5
1295,573,124,2023-01-10,13:39:33,Spaghetti,Italian,14.5
1296,574,127,2023-01-10,13:40:54,"Meat Lasagna",Italian,17.95
1297,575,108,2023-01-10,13:41:04,"Tofu Pad Thai",Asian,14.5
1298,575,111,2023-01-10,13:41:04,"California Roll",Asian,11.95
1299,575,113,2023-01-10,13:41:04,Edamame,Asian,5
1300,575,131,2023-01-10,13:41:04,"Chicken Parmesan",Italian,17.95
1301,576,107,2023-01-10,13:44:22,"Orange Chicken",Asian,16.5
1302,576,103,2023-01-10,13:44:22,"Hot Dog",American,9
1303,576,131,2023-01-10,13:44:22,"Chicken Parmesan",Italian,17.95
1304,577,131,2023-01-10,13:45:00,"Chicken Parmesan",Italian,17.95
1305,577,132,2023-01-10,13:45:00,"Eggplant Parmesan",Italian,16.95
1306,578,101,2023-01-10,13:48:49,Hamburger,American,12.95
1307,578,116,2023-01-10,13:48:49,"Steak Tacos",Mexican,13.95
1308,578,113,2023-01-10,13:48:49,Edamame,Asian,5
1309,578,118,2023-01-10,13:48:49,"Steak Burrito",Mexican,14.95
1311,579,126,2023-01-10,13:51:19,"Fettuccine Alfredo",Italian,14.5
1312,580,109,2023-01-10,13:56:01,"Korean Beef Bowl",Asian,17.95
1313,580,105,2023-01-10,13:56:01,"Mac & Cheese",American,7
1314,581,129,2023-01-10,14:13:01,"Mushroom Ravioli",Italian,15.5
1315,582,128,2023-01-10,14:24:14,"Cheese Lasagna",Italian,15.5
1316,583,117,2023-01-10,14:33:19,"Chicken Burrito",Mexican,12.95
1317,584,120,2023-01-10,15:05:29,"Steak Torta",Mexican,13.95
1318,584,121,2023-01-10,15:05:29,"Cheese Quesadillas",Mexican,10.5
1319,585,115,2023-01-10,15:58:42,"Chicken Tacos",Mexican,11.95
1320,585,129,2023-01-10,15:58:42,"Mushroom Ravioli",Italian,15.5
1321,586,110,2023-01-10,16:09:57,"Pork Ramen",Asian,17.95
1322,586,105,2023-01-10,16:09:57,"Mac & Cheese",American,7
1323,587,118,2023-01-10,16:32:36,"Steak Burrito",Mexican,14.95
1324,587,118,2023-01-10,16:32:36,"Steak Burrito",Mexican,14.95
1325,588,102,2023-01-10,16:33:36,Cheeseburger,American,13.95
1326,589,117,2023-01-10,17:12:39,"Chicken Burrito",Mexican,12.95
1327,589,128,2023-01-10,17:12:39,"Cheese Lasagna",Italian,15.5
1328,589,132,2023-01-10,17:12:39,"Eggplant Parmesan",Italian,16.95
1329,590,124,2023-01-10,17:23:39,Spaghetti,Italian,14.5
1330,591,125,2023-01-10,17:32:54,"Spaghetti & Meatballs",Italian,17.95
1331,591,105,2023-01-10,17:32:54,"Mac & Cheese",American,7
1332,591,130,2023-01-10,17:32:54,"Shrimp Scampi",Italian,19.95
1333,592,127,2023-01-10,17:41:55,"Meat Lasagna",Italian,17.95
1334,592,112,2023-01-10,17:41:55,"Salmon Roll",Asian,14.95
1335,592,106,2023-01-10,17:41:55,"French Fries",American,7
1336,593,102,2023-01-10,17:48:57,Cheeseburger,American,13.95
1337,593,122,2023-01-10,17:48:57,"Chips & Salsa",Mexican,7
1338,594,116,2023-01-10,17:50:19,"Steak Tacos",Mexican,13.95
1339,595,108,2023-01-10,18:12:28,"Tofu Pad Thai",Asian,14.5
1340,595,119,2023-01-10,18:12:28,"Chicken Torta",Mexican,11.95
1341,596,112,2023-01-10,18:24:07,"Salmon Roll",Asian,14.95
1342,596,121,2023-01-10,18:24:07,"Cheese Quesadillas",Mexican,10.5
1343,597,102,2023-01-10,18:32:36,Cheeseburger,American,13.95
1344,597,119,2023-01-10,18:32:36,"Chicken Torta",Mexican,11.95
1345,597,122,2023-01-10,18:32:36,"Chips & Salsa",Mexican,7
1346,598,119,2023-01-10,18:34:14,"Chicken Torta",Mexican,11.95
1347,599,118,2023-01-10,18:34:27,"Steak Burrito",Mexican,14.95
1348,600,108,2023-01-10,18:53:52,"Tofu Pad Thai",Asian,14.5
1349,600,125,2023-01-10,18:53:52,"Spaghetti & Meatballs",Italian,17.95
1350,600,128,2023-01-10,18:53:52,"Cheese Lasagna",Italian,15.5
1351,600,129,2023-01-10,18:53:52,"Mushroom Ravioli",Italian,15.5
1352,601,101,2023-01-10,18:58:19,Hamburger,American,12.95
1353,601,108,2023-01-10,18:58:19,"Tofu Pad Thai",Asian,14.5
1354,601,130,2023-01-10,18:58:19,"Shrimp Scampi",Italian,19.95
1355,602,118,2023-01-10,19:02:27,"Steak Burrito",Mexican,14.95
1356,603,129,2023-01-10,19:03:11,"Mushroom Ravioli",Italian,15.5
1357,604,121,2023-01-10,19:13:29,"Cheese Quesadillas",Mexican,10.5
1358,604,123,2023-01-10,19:13:29,"Chips & Guacamole",Mexican,9
1359,605,113,2023-01-10,19:23:51,Edamame,Asian,5
1361,606,113,2023-01-10,19:27:18,Edamame,Asian,5
1362,607,101,2023-01-10,19:36:16,Hamburger,American,12.95
1363,607,117,2023-01-10,19:36:16,"Chicken Burrito",Mexican,12.95
1364,607,123,2023-01-10,19:36:16,"Chips & Guacamole",Mexican,9
1365,608,109,2023-01-10,19:36:33,"Korean Beef Bowl",Asian,17.95
1366,608,113,2023-01-10,19:36:33,Edamame,Asian,5
1367,608,106,2023-01-10,19:36:33,"French Fries",American,7
1368,608,106,2023-01-10,19:36:33,"French Fries",American,7
